2564.0,414.871,-4043.75,10.1841,1.0,218.3174,0.9317,608.17,2.3895,0.0002,-0.2468,0.946,0.0,2.639,3.188,0.0358,0.0328,0.4734,0.03545,0.1139,0.3184,65.363,10.62,16.23,8.64,97.314,0.00895,0.0315,0.0,0.0,0.0,0.0017,1.1851,0.027,0.0,3.9321,418.1363,398.3185,0.2419,0.1343,0.0,5.3737,3.0911,0.0215,560.2658,0.0,0.0,0.0005,61.5932,0.0,3.6721,6.9458,4.7141,49.0013,24.7625,13.6778,5.8142,0.0,613.3069,843.1138,0.0,1.1543,1.9864,0.5064,11.5074,0.1096,0.0078,0.0026,0.3363,0.4385,16.98835,2.1113,8.95,1.6765,0.0204
2465.14,414.7347,-3498.75,10.0373,1.0,205.1695,0.9324,620.3582,2.3754,-0.0004,0.0772,0.9425,0.0,2.541,3.272,0.0547,0.0204,0.5666,0.03545,0.1917,0.4115,82.986,11.65,15.078,8.96,134.25,0.00895,0.0238,0.0,0.0,0.0,0.0017,1.1851,0.027,0.0,3.9011,233.9865,26.5879,0.263,0.1667,0.0,5.2445,3.3604,0.0142,677.1873,0.0,0.0,0.0005,65.0999,0.0,2.5939,5.5695,6.1188,199.7866,19.4865,13.243,5.8042,0.0,0.0,130.635,820.79,1.1543,1.6292,0.8832,9.5796,0.1096,0.0078,0.0026,0.4989,0.1745,16.98835,2.4335,5.92,1.1065,0.0096
2559.94,416.7075,-4047.0,9.8783,1.0,185.7574,0.9139,625.9636,2.4532,-0.0001,-0.0301,0.9231,0.0,2.882,3.272,0.0619,0.0221,0.4909,0.03545,0.0369,0.3141,60.11,9.71,22.624,13.3,79.618,0.00895,0.0284,0.0,0.0,0.0,0.0017,1.1851,0.1729,0.0,2.8705,251.4536,329.6406,0.2268,0.1288,0.0,6.1797,3.16,0.0105,283.6616,0.0,0.0,0.0005,28.7334,0.0,4.3102,8.7236,5.2707,109.5747,31.4674,45.5423,9.1221,0.0,434.2674,746.915,74.0741,1.1543,2.9626,0.6451,9.3046,0.1096,0.0078,0.0026,0.3752,0.3718,68.8489,2.0293,11.21,2.0952,0.0584
2479.9,422.2894,-4515.0,9.9305,1.0,189.9079,0.9139,625.2945,2.4004,0.0,-0.0483,0.9564,0.0,3.132,3.119,0.0613,0.019,1.3029,0.03545,0.0356,0.2618,52.571,10.63,24.32,9.56,104.95,0.00895,0.0573,0.0,0.0,0.0,0.0017,1.1851,0.0191,0.0,4.2154,415.5048,157.0889,0.1701,0.1004,0.0,6.3329,3.2699,0.0407,309.8492,0.0,0.0,0.0005,32.4228,0.0,3.9482,5.286,13.442,181.2641,37.8979,48.4887,6.4746,0.0,225.0169,104.666,71.7583,1.1543,2.4416,0.7404,7.7754,0.1096,0.0078,0.0026,17.4781,0.7288,25.0363,2.0253,9.33,1.7585,0.0202
2502.87,420.5925,-3987.5,10.4091,1.0,233.5491,0.9298,645.7636,2.453,-0.0003,-0.0799,0.9424,0.0,3.148,3.299,0.0623,0.024,0.4434,0.03545,0.0631,0.3053,72.149,10.71,33.832,9.09,92.307,0.00895,0.197,0.0,0.0,0.0,0.0017,1.1851,0.027,0.0,4.4239,319.1252,128.0296,0.2194,0.1354,0.0,11.0583,3.155,0.0246,494.7368,0.0,0.0,0.0005,57.2692,0.0,4.7226,3.6256,4.2892,0.0,17.0927,19.1303,6.1979,0.0,171.4486,0.0,587.3773,1.1543,2.5512,2.2181,9.4805,0.1096,0.0078,0.0026,0.8311,0.2156,16.98835,2.0275,8.83,1.6597,0.0204
2432.84,414.2426,-3906.5,9.7804,1.0,192.7702,0.9316,635.4936,2.3745,-0.0001,-0.2601,0.9427,0.0,2.541,3.272,0.0478,0.0141,0.5564,0.03545,0.3176,0.3824,82.556,11.8,34.8069,12.32,111.952,0.00895,0.031,0.0,0.0,0.0,0.0017,1.1851,0.0217,0.0,3.9449,982.8228,384.6101,0.2379,0.1515,0.0,10.178,3.3583,0.0166,335.5983,0.0,0.0,0.0005,58.2605,0.0,5.4238,3.6256,6.0186,597.1613,56.4737,52.6935,8.5143,0.0,325.3468,0.0,78.3348,1.1543,2.1027,2.9077,9.5796,0.1096,0.0078,0.0026,0.6268,0.29,22.5598,2.3236,8.91,1.6679,0.0342
2430.12,415.8852,-3914.75,10.062,1.0,201.7609,0.9324,618.2745,2.4676,-0.0001,0.0148,0.936,0.0,2.575,3.383,0.0493,0.0246,0.4136,0.03545,0.0356,0.353,47.803,11.94,18.091,13.41,114.35,0.00895,0.0983,0.0,0.0,0.0,0.0017,1.1851,0.027,0.0,4.3345,1000.9579,276.541,0.1998,0.1513,0.0,5.1685,3.4442,0.0177,375.0252,0.0,0.0,0.0005,39.0975,0.0,5.7322,5.5695,4.1364,97.3718,19.1737,17.4307,8.8016,0.0,266.1526,586.3636,0.0,1.1543,4.0505,0.5157,7.5762,0.1096,0.0078,0.0026,0.371,0.4697,16.98835,2.4229,6.48,1.1958,0.0204
2690.15,408.4017,-3819.75,9.9271,1.0,133.6606,0.9316,635.8891,2.3466,-0.0001,0.1039,0.9464,0.0,2.27,3.442,0.0463,0.0313,1.3097,0.03545,0.098,0.4236,11.961,12.72,35.803,17.14,73.632,0.00895,0.0976,0.0,0.0,0.0,0.0017,1.1851,0.0643,0.0,4.3027,106.4973,151.6605,0.2588,0.1666,0.0,10.9128,3.2599,0.0216,376.4134,0.0,0.0,0.0005,40.8608,0.0,5.7341,7.116,13.525,109.498,43.4259,29.3676,11.8759,0.0,374.6159,0.0,129.2388,1.1543,1.6426,2.6891,7.1665,0.1096,0.0078,0.0026,0.3589,0.4232,23.6052,2.2008,278.19,56.4274,0.0204
2600.47,417.6009,-2948.0,9.7842,1.0,216.9538,0.9316,632.5727,2.2944,0.0001,-0.0299,0.9453,0.0,2.27,3.442,0.0415,0.0298,1.3892,0.03545,0.2885,0.4343,81.637,11.79,31.886,7.18,90.715,0.00895,0.0404,0.0,0.0,0.0,0.0017,1.1851,0.0306,0.0,4.2453,2803.1611,1377.7589,0.2266,0.1588,0.0,9.2406,3.4278,0.0103,205.529,0.0,0.0,0.0005,20.5522,0.0,4.5861,7.116,14.3147,152.228,39.091,34.4251,4.9673,0.0,477.0328,616.8421,86.1931,1.1543,2.3441,2.0667,7.1665,0.1096,0.0078,0.0026,0.5478,0.1343,18.212,2.217,7.09,1.3248,0.0111
2428.37,413.3677,-3911.5,9.7485,1.0,194.3669,0.9316,638.63,2.4069,0.0002,0.1359,0.9388,0.0,2.27,3.442,0.0478,0.0344,1.2564,0.03545,0.098,0.4236,43.062,17.58,38.652,24.97,109.867,0.00895,0.0887,0.0,0.0,0.0,0.0017,1.1851,0.0368,0.0,4.2495,354.072,392.7259,0.2588,0.1666,0.0,10.6022,5.0014,0.0317,406.3592,0.0,0.0,0.0005,42.0501,0.0,5.8287,7.116,12.9464,21.2876,52.8739,30.7396,16.9701,0.0,790.5782,497.603,119.3208,1.1543,2.6612,0.4676,7.1665,0.1096,0.0078,0.0026,0.4257,0.2005,5.8617,2.2598,3.54,0.6636,0.0212
2548.21,411.9572,-1976.0,10.325,1.0,113.0565,0.9241,617.6045,2.4532,-0.0001,-0.0082,0.938,0.0,3.148,3.299,0.0517,0.0349,0.4291,0.03545,0.0369,0.3141,34.253,10.22,25.579,12.79,118.057,0.00895,0.0713,0.0,0.0,0.0,0.0017,1.1851,0.058,0.0,4.2787,3153.6764,1620.7332,0.2268,0.1288,0.0,6.2918,3.3098,0.0167,414.2061,0.0,0.0,0.0005,50.0169,0.0,5.7046,5.6319,4.1698,215.2566,33.4629,39.6661,8.8454,0.0,0.0,0.0,97.2892,1.1543,4.7811,0.3783,9.4805,0.1096,0.0078,0.0026,0.3612,0.7213,15.4411,1.8715,9.5699,1.7983,0.0355
2479.4,419.9018,-3869.75,9.752,1.0,213.618,0.9316,635.6382,2.3588,0.0,0.0,0.9359,0.0,2.661,3.267,0.0364,0.0327,0.4533,0.03545,0.2885,0.4343,72.888,14.3,41.002,12.1,73.696,0.00895,0.0535,0.0,0.0,0.0,0.0017,1.1851,0.0458,0.0,4.0129,1081.3385,255.566,0.2266,0.1588,0.0,10.6289,3.6622,0.037,230.4763,0.0,0.0,0.0005,13.9769,0.0,3.8514,5.6579,4.4827,19.0033,13.9444,31.0008,8.3929,0.0,613.8337,0.0,0.0,1.1543,4.6512,1.8407,9.1512,0.1096,0.0078,0.0026,0.1713,0.4385,13.0129,2.1865,7.74,1.4501,0.037
