1.4026,-5419.0,2916.5,-4043.75,2.0222,0.1632,50.617,70.0,1.0,29.5367,1.0,608.17,-0.0307,-0.0044,-0.0001,0.0001,-0.0251,0.0056,748.6115,58.4306,0.8656,3.353,0.996,39.2373,123.0,75.2,46.2,11.8901,0.0506,0.095,2.0,65.363,0.0,8.64,0.0772,0.07,0.0547,0.001,0.0,2.8374,0.0189,0.0,0.0,0.0,0.0,30.9815,0.131,0.0,0.2827,0.0,0.0,5.3737,18.0118,0.0,0.0752,6.5893,1.2293,0.0,2.9971,0.0,0.0315,0.0238,0.0238,0.0,0.0,0.0005,0.3726,0.0,0.0082,0.0151,29.0271,49.0013,1.3071,0.0,0.0,1.7924,0.0,0.0,5.7277,1.6936,291.4842,494.6996,0.0,0.7578,10.0261,0.0,64.6707,0.0,1.5891,3.1406,0.0,0.0,0.0,2.057,5.7349,0.4385,264.272,0.651,72.2889,0.0035
1.3825,-5441.5,2604.25,-3498.75,2.2667,0.2102,50.6596,70.0,1.0,27.6301,1.0,620.3582,-0.044,0.0017,0.0,-0.0005,-0.0158,0.0015,731.2517,58.668,0.8703,2.771,0.9985,37.9213,98.0,81.0,56.2,11.8428,0.0437,0.124,2.2,82.986,0.0,8.96,0.0566,0.1651,0.1578,0.005,0.0,3.8999,0.0187,0.0,0.0,0.0,0.0,29.0598,0.0767,0.0,0.3814,0.0,0.0,5.2445,23.623,0.0,0.0778,5.9247,1.1265,0.0,2.489,0.0,0.0768,0.0729,0.0513,0.0,0.0,0.0005,0.3726,0.0,0.0068,0.012,27.7464,199.7866,16.4174,0.0,0.0,1.4336,0.0,0.0,5.5652,1.2928,246.7762,0.0,820.79,3.6822,6.6487,0.0,141.4365,0.0,1.5891,3.131,0.0,0.0,0.0,1.791,7.1196,0.1745,264.272,0.651,208.2045,0.0055
1.4123,-5447.75,2701.75,-4047.0,2.3333,0.1734,50.153,70.0,1.0,24.2829,1.0,625.9636,0.0213,0.0287,-0.0013,0.0,0.1218,-0.0006,718.5777,58.4808,0.8798,3.094,0.9978,42.0579,89.0,96.5,45.1001,8.2054,0.0497,0.068,2.1,60.11,0.0,13.3,0.0339,0.0696,0.0406,0.0014,0.0,4.1446,0.0733,0.0,0.0,0.0,0.0,23.551,0.1117,0.0,0.3846,0.0,0.0,6.1797,16.0104,0.0,0.0243,5.9453,2.9844,0.0,5.6983,0.0,0.0327,0.0171,0.0428,0.0,0.0,0.0005,0.3726,0.0,0.019,0.019,21.6062,109.5747,8.8647,0.0,0.0,2.8042,0.0,0.0,5.4178,2.6727,151.7665,0.0,74.0741,1.0281,10.8251,0.0,240.7767,0.0,1.5891,12.1831,0.0,0.0,0.0,2.1538,7.1619,0.3718,267.064,0.9032,82.8602,0.0039
1.4011,-5468.25,2648.25,-4515.0,2.6444,0.2071,50.51,70.0,1.0,23.4736,1.0,625.2945,0.04,0.0277,-0.0021,-0.0001,-0.0195,0.0003,709.0867,58.6635,1.366,2.48,0.9961,41.1025,127.0,123.7,47.8,11.9738,0.0699,0.1,1.7,52.571,0.0,9.56,0.1248,0.1223,0.0354,0.0023,0.0,3.2119,0.0406,0.0,0.0,0.0,0.0,33.896,0.0581,0.0,0.3483,0.0,0.0,6.3329,15.7375,0.0,0.0243,6.6262,3.0672,0.0,6.3292,0.0,0.0531,0.0167,0.0422,0.0,0.0,0.0005,0.3726,0.0,0.0132,0.0155,14.5054,181.2641,7.1274,0.0,0.0,2.8555,0.0,0.0,6.5291,3.5135,100.4883,305.75,71.7583,1.767,8.6804,0.0,113.5593,0.0,1.5891,6.7553,0.0,0.0,0.0,2.1565,56.9303,0.7288,268.228,0.6511,73.8432,0.0025
1.3888,-5476.25,2635.25,-3987.5,3.1556,0.2696,50.248,70.0,1.0,44.1498,1.0,645.7636,-0.0449,-0.0048,-0.0001,-0.0001,-0.0167,0.0078,796.595,58.3858,0.946,3.027,1.001,38.1448,119.0,123.1,48.8,13.9047,0.0538,0.113,3.9,72.149,0.0,9.09,0.0915,0.0769,0.1079,0.003,0.0,2.5775,0.0177,0.0,0.0,0.0,0.0,34.125,0.1092,0.0,0.2155,0.0,0.0,11.0583,23.116,0.0,0.0822,4.7279,2.5923,0.0,6.3767,0.0,0.0329,0.0522,0.0545,0.0,0.0,0.0005,0.3726,0.0,0.0065,0.0165,24.4142,0.0,15.247,0.0,0.0,3.8248,0.0,0.0,4.4384,3.0615,276.881,461.8619,587.3773,2.2358,3.7821,0.0,148.0663,0.0,1.5891,2.9954,0.0,0.0,0.0,2.0579,9.7608,0.2156,264.272,0.651,72.2889,0.1045
1.3836,-6058.0,2953.75,-3906.5,1.6333,0.1394,50.5795,70.0,1.0,18.3685,1.0,635.4936,-0.0074,0.021,-0.0004,-0.0002,-0.0419,-0.0008,748.0887,58.656,0.8703,2.771,0.9985,37.9213,123.0,119.3,48.8,11.8948,0.0511,0.045,1.7,82.556,0.0,12.32,0.0645,0.0849,0.0614,0.0117,0.0,2.6668,0.0268,0.0,0.0,0.0,0.0,32.0878,0.1092,0.0,0.2442,0.0,0.0,10.178,25.2892,0.0,0.0789,6.9023,2.6806,0.0,9.5854,0.0,0.041,0.0277,0.0315,0.0,0.0,0.0005,0.3726,0.0,0.0077,0.012,24.4142,597.1613,3.4943,0.0,0.0,3.3771,0.0,0.0,6.7233,5.506,71.0586,0.0,78.3348,8.2199,7.0485,0.0,68.7351,0.0,1.5891,4.406,0.0,0.0,0.0,1.791,7.2448,0.29,254.006,0.8444,44.0077,0.0044
1.4067,-6154.0,2691.75,-3914.75,2.4889,0.2081,50.2847,70.0,1.0,26.2754,1.0,618.2745,-0.0389,0.0288,-0.0028,0.0,0.0577,-0.0013,806.2734,58.823,0.8089,2.854,0.9966,36.9578,89.0,122.5,56.2,13.8354,0.086,0.13,3.0,47.803,0.0,13.41,0.0604,0.0355,0.0737,0.0039,0.0,3.4843,0.0286,0.0,0.0,0.0,0.0,24.0522,0.0767,0.0,0.211,0.0,0.0,5.1685,14.0744,0.0,0.0778,5.6179,1.1881,0.0,3.7205,0.0,0.0162,0.0345,0.0423,0.0,0.0,0.0005,0.3726,0.0,0.01,0.0113,27.7464,97.3718,3.1495,0.0,0.0,1.0951,0.0,0.0,4.9878,2.2725,509.0909,110.6781,0.0,2.6373,3.7548,0.0,159.5238,0.0,1.5891,4.734,0.0,0.0,0.0,1.4336,5.4711,0.4697,264.272,0.651,72.2889,0.0042
1.4092,-5395.5,2551.75,-3819.75,2.7889,0.2239,50.4685,70.0,1.0,15.3094,1.0,635.8891,0.0041,0.0086,-0.0018,0.0,-0.0102,0.0027,778.3335,59.0421,0.7568,2.645,0.9951,40.5458,91.0,201.1,55.5,12.2552,0.0474,0.11,1.9,11.961,0.0,17.14,0.0701,0.1203,0.0517,0.0035,0.0,2.7835,0.0254,0.0,0.0,0.0,0.0,29.3966,0.0216,0.0,0.3119,0.0,0.0,10.9128,3.3091,0.0,0.0789,6.7078,1.6179,0.0,8.0261,0.0,0.0533,0.0211,0.051,0.0,0.0,0.0005,0.3726,0.0,0.0078,0.0102,7.321,109.498,11.1311,0.0,0.0,3.4032,0.0,0.0,6.8585,4.5432,89.1323,484.1046,129.2388,2.5556,6.9056,0.0,79.1209,0.0,1.5891,4.2075,0.0,0.0,0.0,1.4141,6.4786,0.4232,265.09,0.5652,95.031,0.0034
1.4278,-4196.5,2059.5,-2948.0,2.1444,0.1844,50.4893,70.0,1.0,19.9475,1.0,632.5727,0.0067,0.0306,-0.0033,0.0,0.0791,-0.0005,748.563,58.7785,0.7568,2.645,0.9951,40.5458,91.0,116.8,55.5,12.0061,0.056,3.039,2.4,81.637,0.0,7.18,0.0418,0.0324,0.06,0.0035,0.0,2.8729,0.0395,0.0,0.0,0.0,0.0,29.3966,0.0216,0.0,0.218,0.0,0.0,9.2406,21.5711,0.0,0.0789,5.1862,2.1256,0.0,7.1398,0.0,0.014,0.0282,0.0426,0.0,0.0,0.0005,0.3726,0.0,0.0122,0.0102,7.321,152.228,2.5951,0.0,0.0,3.0923,0.0,0.0,5.2798,3.9995,106.1693,51.4694,86.1931,2.5556,5.6187,0.0,138.5827,0.0,1.5891,6.5231,0.0,0.0,0.0,1.4141,8.2095,0.1343,265.184,0.6286,111.6525,0.0046
1.4185,-5357.5,2872.5,-3911.5,2.3778,0.1946,50.4685,70.0,1.0,18.1525,1.0,638.63,0.0065,0.0008,0.0004,0.0,-0.0288,0.0025,786.6071,58.3664,0.7568,2.645,0.9951,40.5458,123.0,211.9,55.5,12.1224,0.0434,0.022,2.5,43.062,0.0,24.97,0.0923,0.0828,0.0531,0.0044,0.0,2.9198,0.0437,0.0,0.0,0.0,0.0,30.9815,0.0216,0.0,0.3119,0.0,0.0,10.6022,12.2822,0.0,0.0789,4.6386,1.6883,0.0,7.2497,0.0,0.0366,0.0218,0.0491,0.0,0.0,0.0005,0.3726,0.0,0.0145,0.0102,7.321,21.2876,2.7268,0.0,0.0,3.6557,0.0,0.0,4.07,3.3619,104.004,979.8817,119.3208,3.2587,8.0873,0.0,86.0068,0.0,1.5891,7.4717,0.0,0.0,0.0,1.4141,6.509,0.2005,265.206,0.6154,90.2294,0.0038
