2187.7333,97.6133,-0.0034,2.0222,2834.0,16.1445,608.17,-0.0044,8671.9301,75.2,0.41,0.3979,0.16,0.333,12.49,10.62,0.0,0.0772,0.0599,0.0744,0.0,0.0,0.0188,0.0,2.5883,0.0197,0.012,0.0,3.5811,0.0202,0.0254,0.0752,0.0315,0.0065,0.0,2.4788,3.275,0.0,0.0,0.0,29.3804,3.1406,0.5064,1.0616,395.57,0.1827,264.272,14.9509,2.363,0.0205
2230.4222,102.3433,-0.0148,2.2667,2853.0,10.9036,620.3582,0.0017,8407.0299,81.0,0.35,0.2315,0.325,0.439,10.14,11.65,0.0,0.0566,0.0488,0.0203,0.0,0.0,0.0154,0.0,1.8459,0.0171,0.0154,0.0,3.9483,0.0561,0.0264,0.0778,0.0768,0.0005,0.0,3.1531,2.8088,0.0,0.0,0.0,26.397,3.131,0.8832,1.3526,408.798,0.2829,264.272,10.9003,4.4447,0.0096
2186.4111,95.4878,0.0013,2.3333,2936.0,11.3019,625.9636,0.0287,9317.1698,96.5,0.47,0.2706,0.326,0.745,13.31,9.71,0.0,0.0339,0.0494,0.0192,0.0,0.0,0.0273,0.0,2.5274,0.0152,0.0157,0.0,2.5493,0.0583,0.0546,0.0243,0.0327,0.0046,0.0,2.0261,3.7479,0.0,0.0,0.0,14.5293,12.1831,0.6451,0.7942,411.136,0.0857,267.064,9.2721,3.1745,0.0584
2199.0333,104.2367,-0.0033,2.6444,2936.0,13.5597,625.2945,0.0277,8205.7,123.7,0.35,0.2452,0.39,0.693,14.67,10.63,0.0,0.1248,0.0463,0.0152,0.0,0.0,0.0234,0.0,2.1775,0.0115,0.0172,0.0,4.0526,0.0445,0.0479,0.0243,0.0531,0.0004,0.0,3.6091,2.8049,0.0,0.0,0.0,13.2699,6.7553,0.7404,1.165,372.822,0.6812,268.228,8.5831,2.0544,0.0202
2233.3667,100.3967,-0.0072,3.1556,2865.0,21.9782,645.7636,-0.0048,9014.46,123.1,0.43,0.1308,0.922,0.282,10.85,10.71,0.0,0.0915,0.0506,0.0227,0.0,0.0,0.024,0.0,1.0929,0.0116,0.0163,0.0,3.6536,0.0181,0.0327,0.0822,0.0329,0.0001,0.0,2.9734,3.4473,0.0,0.0,0.0,18.7319,2.9954,2.2181,1.4636,399.914,0.4287,264.272,10.9698,99.3032,0.0202
2233.3667,100.3967,0.0055,1.6333,2865.0,7.618,635.4936,0.021,7869.7,119.3,0.45,0.2789,0.219,0.482,14.38,11.8,0.0,0.0645,0.0391,0.0362,0.0,0.0,0.0198,0.0,1.0929,0.0155,0.0155,0.0,3.1727,0.0158,0.0453,0.0789,0.041,0.0012,0.0,2.5154,3.6019,0.0,0.0,0.0,21.157,4.406,2.9077,1.2708,412.222,0.5329,254.006,13.7755,3.8276,0.0342
2230.4222,102.3433,0.0105,2.4889,2853.0,12.74,618.2745,0.0288,9238.3601,122.5,0.35,0.1764,1.065,0.475,10.81,11.94,0.0,0.0604,0.0672,0.0226,0.0,0.0,0.0379,0.0,1.8459,0.024,0.0167,0.0,3.8913,0.0174,0.0349,0.0778,0.0162,0.0011,0.0,2.6365,2.8088,0.0,0.0,0.0,13.0876,4.734,0.5157,0.5051,404.356,0.0686,264.272,8.3645,2.8515,0.0342
2248.9,106.24,0.0007,2.7889,2865.0,5.5936,635.8891,0.0086,9117.3699,201.1,0.48,0.3062,0.22,0.393,14.09,12.72,0.0,0.0701,0.0529,0.0317,0.0,0.0,0.0155,0.0,2.7959,0.0166,0.014,0.0,3.7801,0.0683,0.0247,0.0789,0.0533,0.0002,0.0,3.6611,3.8319,0.0,0.0,0.0,16.5435,4.2075,2.6891,0.6174,408.116,0.1851,265.09,16.0862,2.1261,0.0204
2248.9,106.24,-0.0066,2.1444,2865.0,8.8612,632.5727,0.0306,8615.27,116.8,0.48,0.247,0.226,0.36,11.45,11.79,0.0,0.0418,0.0555,0.0331,0.0,0.0,0.0222,0.0,2.7959,0.0159,0.0128,0.0,3.9049,0.882,0.0441,0.0789,0.014,0.01,0.0,4.0644,3.8319,0.0,0.0,0.0,8.2176,6.5231,2.0667,0.671,408.468,0.1534,265.184,14.2892,3.4456,0.0111
2248.9,106.24,0.0049,2.3778,2865.0,6.8983,638.63,0.0008,9126.72,211.9,0.48,0.3062,0.22,0.509,14.36,17.58,0.0,0.0923,0.0526,0.037,0.0,0.0,0.025,0.0,2.7959,0.0159,0.0145,0.0,4.5845,0.0231,0.0359,0.0789,0.0366,0.0019,0.0,4.3995,3.8319,0.0,0.0,0.0,15.6593,7.4717,0.4676,0.9069,396.504,0.3102,265.206,7.4181,3.0687,0.0212
